Agency_Name,Emission_Year,Facility_Name,Source_Name,Activity_Type,Fuel_Type,Fuel,End_Use_Sector,Technology,Fuel_Quantity,Fuel_Quantity_Units,Mobile_Fuel_Quantity,Mobile_Fuel_Quantity_Units,CO2e_Metric_Tons
California Conservation Corps,2012,Fleet,CNG,Mobile Combustion - Scope 1,Alternative Fuels,Compressed Natural Gas (CNG),Light Duty Vehicles,Unspecified Technology,13154,GGE,0,mi,89.97572772
California Conservation Corps,2012,Fleet,Diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Uncontrolled,13845,gal,0,mi,141.35745
California Conservation Corps,2012,Fleet,Unleaded Gas,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)",Uncontrolled,261599,gal,0,mi,2296.83922
California Conservation Corps,2013,All Properties,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,2317503,kWh,0,,692.4063449
California Conservation Corps,2013,All Properties,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,"1,025 - 1,035 Btu / SCF",Commercial,Unspecified Technology,57563,therm,0,,304.96877
California Conservation Corps,2013,All Properties,Propane Gas,Stationary Combustion - Scope 1,Petroleum Products,LPG (average for fuel use),Commercial,Unspecified Technology,24696,gal,0,,142.98984
California Conservation Corps,2013,Fleet,CNG,Mobile Combustion - Scope 1,Alternative Fuels,Compressed Natural Gas (CNG),Light Duty Vehicles,Unspecified Technology,6807,GGE,0,mi,46.56110526
California Conservation Corps,2013,Fleet,Diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Uncontrolled,6958,gal,0,mi,71.04118
California Conservation Corps,2013,Fleet,E-85,Mobile Biomass Combustion - Biomass,Biofuels,Ethanol,Light Duty Vehicles,Unspecified Technology,130,gal,130,mi,0.7475
California Conservation Corps,2013,Fleet,Unleaded Gas,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)",Uncontrolled,272617,gal,0,mi,2392.895718
California Conservation Corps,2014,All Properties,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,2386370,kWh,0,,661.1763131
California Conservation Corps,2014,All Properties,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,"1,025 - 1,035 Btu / SCF",Commercial,Unspecified Technology,43384,therm,0,,229.848432
California Conservation Corps,2014,All Properties,Propane Gas,Stationary Combustion - Scope 1,Petroleum Products,LPG (average for fuel use),Commercial,Unspecified Technology,23832,gal,0,,135.3018902
California Conservation Corps,2014,Fleet,CNG,Mobile Combustion - Scope 1,Alternative Fuels,Compressed Natural Gas (CNG),Light Duty Vehicles,Unspecified Technology,4669,GGE,0,mi,31.93680042
California Conservation Corps,2014,Fleet,Diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Uncontrolled,8186,gal,0,mi,83.57906
California Conservation Corps,2014,Fleet,E-85,Mobile Biomass Combustion - Biomass,Alternative Fuels,Ethanol,Light Duty Vehicles,Unspecified Technology,40,gal,0,mi,0.23
California Conservation Corps,2014,Fleet,Unleaded Gas,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)",Uncontrolled,312850,gal,0,mi,2746.823
California Conservation Corps,2015,All Properties,Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,2452779,kWh,0,,723.5109504
California Conservation Corps,2015,All Properties,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,"1,025 - 1,035 Btu / SCF",Commercial,Unspecified Technology,48207,therm,0,,255.4167534
California Conservation Corps,2015,All Properties,Propane Gas,Stationary Combustion - Scope 1,Petroleum Products,LPG (average for fuel use),Commercial,Unspecified Technology,27656,gal,0,,157.0119619
California Conservation Corps,2015,Fleet,CNG,Mobile Combustion - Scope 1,Alternative Fuels,Compressed Natural Gas (CNG),Light Duty Vehicles,Unspecified Technology,2868.43,GGE,0,mi,19.78044889
California Conservation Corps,2015,Fleet,Diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Uncontrolled,8197.88,gal,0,mi,83.7003548
California Conservation Corps,2015,Fleet,E-85,Mobile Biomass Combustion - Biomass,Alternative Fuels,Ethanol,Light Duty Vehicles,Unspecified Technology,43.91,gal,0,mi,0.2524825
California Conservation Corps,2015,Fleet,Unleaded Gas,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)",Uncontrolled,336381,gal,0,mi,2953.42518
California Conservation Corps,2016,All Properties,Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2016,Unspecified Technology,2224731,kWh,0,,573.7868869
California Conservation Corps,2016,All Properties,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,"1,025 - 1,035 Btu / SCF",Commercial,Unspecified Technology,51398,therm,0,,272.323735
California Conservation Corps,2016,All Properties,Propane Gas,Stationary Combustion - Scope 1,Petroleum Products,LPG (average for fuel use),Commercial,Unspecified Technology,30533,gal,0,,173.3456116
California Conservation Corps,2016,Fleet,CNG,Mobile Combustion - Scope 1,Alternative Fuels,Compressed Natural Gas (CNG),Light Duty Vehicles,Unspecified Technology,80,GGE,1200,mi,0.551673184
California Conservation Corps,2016,Fleet,Diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Uncontrolled,9898,gal,98980,mi,101.05858
California Conservation Corps,2016,Fleet,Unleaded Gas,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)",Uncontrolled,336980,gal,4043760,mi,2958.6844
California Department of Child Support Services,2010,DCSS - HQ 20,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1717150,kWh,0,,530.42754
California Department of Child Support Services,2010,DCSS - HQ 20,Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,1074,therm,0,,5.69435
California Department of Child Support Services,2010,DCSS - HQ 50,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1207440,kWh,0,,372.97815
California Department of Child Support Services,2010,DCSS - HQ 50,Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,19726,therm,0,,104.58725
California Department of Child Support Services,2010,Off-Site Storage Unit A,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,284,kWh,0,,0.08773
California Department of Child Support Services,2010,Off-Site Storage Unit D,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,440,kWh,0,,0.13592
California Department of Child Support Services,2010,Off-Site Storage Unit F,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,205,kWh,0,,0.06332
California Department of Child Support Services,2011,DCSS - HQ 20,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1740755,kWh,0,,537.71913
California Department of Child Support Services,2011,DCSS - HQ 20,Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,10438,therm,0,,55.34228
California Department of Child Support Services,2011,DCSS - HQ 50,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1275360,kWh,0,,393.95864
California Department of Child Support Services,2011,DCSS - HQ 50,Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,11293,therm,0,,59.87549
California Department of Child Support Services,2011,Off-Site Storage Unit A,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,284,kWh,0,,0.08773
California Department of Child Support Services,2011,Off-Site Storage Unit D,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,501,kWh,0,,0.15476
California Department of Child Support Services,2011,Off-Site Storage Unit F,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,533,kWh,0,,0.16464
California Department of Child Support Services,2012,DCSS - HQ 20,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1871878,kWh,0,,559.26581
California Department of Child Support Services,2012,DCSS - HQ 20,Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,11346,therm,0,,60.15649
California Department of Child Support Services,2012,DCSS - HQ 50,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1401540,kWh,0,,418.74172
California Department of Child Support Services,2012,DCSS - HQ 50,Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,5131,therm,0,,27.20456
California Department of Child Support Services,2012,Off-Site Storage Unit A,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,426,kWh,0,,0.12728
California Department of Child Support Services,2012,Off-Site Storage Unit D,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,459,kWh,0,,0.13714
California Department of Child Support Services,2012,Off-Site Storage Unit F,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,825,kWh,0,,0.24649
California Department of Child Support Services,2013,DCSS - HQ 20,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1696528,kWh,0,,506.8760435
California Department of Child Support Services,2013,DCSS - HQ 20,Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,9470,therm,0,,50.20994
California Department of Child Support Services,2013,DCSS - HQ 50,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1353332,kWh,0,,404.33849
California Department of Child Support Services,2013,DCSS - HQ 50,Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,7721,therm,0,,40.93674
California Department of Child Support Services,2013,Off-Site Storage Unit A,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,530,kWh,0,,0.15835
California Department of Child Support Services,2013,Off-Site Storage Unit D,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,110,kWh,0,,0.03286
California Department of Child Support Services,2013,Off-Site Storage Unit F,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,776,kWh,0,,0.23185
California Department of Child Support Services,2014,DCSS - HQ 20,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1487732,kWh,0,,412.1964149
California Department of Child Support Services,2014,DCSS - HQ 20,Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,7367,therm,0,,39.089302
California Department of Child Support Services,2014,DCSS - HQ 50,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1404826,kWh,0,,389.2261784
California Department of Child Support Services,2014,DCSS - HQ 50,Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,6416,therm,0,,34.043296
California Department of Child Support Services,2014,Off-Site Storage Unit A,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,622,kWh,0,,0.172333572
California Department of Child Support Services,2014,Off-Site Storage Unit D,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,822,kWh,0,,0.227746296
California Department of Child Support Services,2014,Off-Site Storage Unit F,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1222,kWh,0,,0.338571745
California Department of Child Support Services,2015,DCSS - HQ 20,Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,1626441,kWh,0,,479.7610684
California Department of Child Support Services,2015,DCSS - HQ 20,Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Utility-Specific Rate,Sacramento Municipal Utility District,2014,Retail Power,1626441,kWh,0,,413.9323404
California Department of Child Support Services,2015,DCSS - HQ 20,Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,9752,therm,0,,51.744112
California Department of Child Support Services,2015,DCSS - HQ 50,Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,1433590,kWh,0,,422.8746509
California Department of Child Support Services,2015,DCSS - HQ 50,Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Utility-Specific Rate,Sacramento Municipal Utility District,2014,Retail Power,1433590,kWh,0,,364.8513926
California Department of Child Support Services,2015,DCSS - HQ 50,Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,9598,therm,0,,50.926988
California Department of Child Support Services,2015,Off-Site Storage Unit A,Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,406,kWh,0,,0.119760258
California Department of Child Support Services,2015,Off-Site Storage Unit A,Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Utility-Specific Rate,Sacramento Municipal Utility District,2014,Retail Power,406,kWh,0,,0.103327775
California Department of Child Support Services,2015,Off-Site Storage Unit D,Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,21,kWh,0,,0.006194496
